PLUAD_name;DEP_num;NameEn;NameRus;NameKg;Length;type
RD1;1;"Bishkek-""Manas"" airport";"Бишкек - Аэропорт ""Манас""";"Бишкек - ""Манас Аэропорту""";36,5;inter
RD1;1;Bishkek-Kuntuu-Shopokov;Бишкек - Кунтуу - Шопоков;Бишкек - Кунтуу - Шопоков;27;nat
RD1;1;Sokuluk-Kamyshanovka ;Сокулук - Камышановка;Сокулук - Камышановка;39;nat
RD1;1;Romanovka-50 let Kamyshanovka;Романовка - 50 лет Камышановка;Романовка - 50 лет Камышановка;34;nat
RD1;1;Kirkomstrom-Jal-Alamedin ;Киркомстром - Джал - Аламедин;Киркомстром - Жал - Аламедин;14;loc
RD1;1;Jal-Orok ;Джал - Орок;Жал - Орок;3;loc
RD1;1;Kara Sakal-Belek ;Кара Сакал - Белек;Кара Сакал - Белек;11;loc
RD1;1;Romanovka-Zhany Zher-23km D.Shorgo ;Романовка - Джаны Жер - 23 км Д.Шорго;Романовка - Джаны Жер - 23 км Д.Шорго;8;loc
RD1;1;Tokbaev-Baigeldi with access road to Kuntuu v. ;Токбаев - Байгельди с подъездной дорогой к селу Кунтуу;Токбаев - Байкелди Кунтуу айылына кирме жолу менен;12;loc
RD1;1;Sokuluk-Panfilov-Chatkul ;Сокулук - Панфилов - Чаткуль;Сокулук - Панфилов - Чаткул;16;loc
RD1;1;Sokuluk-Aral ;Сокулук - Арал;Сокулук - Арал;5;loc
RD1;1;Sokuluk-Zhalamysh-MTF ;Сокулук - Жаламыш - МТФ;Сокулук - Жаламыш - МТФ;40,7;loc
RD1;1;Karasakal-Tokbaev with access road to Kyzyltuu v.;Карасакал - Токбаев с подъездной дорогой к селу Кызылтуу;Карасакал - Токбаев Кызылтуу айылына кирме жолу менен;14;loc
RD1;1;Tyuz-Sokuluk-Vodohranilishe;Тюз - Сокулук - Водохранилище;Т?з - Сокулук - Водохранилище;8;loc
RD1;1;Baly-stan kolhoza ;Балы - стан колхоза;Балы - стан колхоза;19;loc
RD1;1;Access road to Shalta v.;Подъездная дорога к селу Шалта;Шалта айылына кирме жолу;2;loc
RD1;1;Baitik-Archaly-Jal ;Байтик - Арчалы - Джал;Байтик - Арчалы - Жал;9;loc
RD1;1;Baigeldi-Jal-Orok ;Байгельди - Джал - Орок;Байкелди - Жал - Орок;2,8;loc
RD1;1;"Chonaryk-""Alaarcha"" National Park";"ЧонАрык - Национальный парк ""Ала-Арча""";"Чон-Арык - Национальный парк ""Ала-Арча""";29,4;nat
RD1;25;Balykchy-Bokonbayevo-Karakol;Балыкчы - Боконбаево - Каракол ;Балыкчы - Боконбаево - Каракол ;56;inter
RD1;25;Balykchy-Ananyevo-Karakol;Балыкчы - Ананьево - Каракол;Балыкчы - Ананьево - Каракол;40;inter
RD1;25;Bishkek-Torugart;Бишкек - Торугарт;Бишкек - Торугарт;56;inter
RD1;25;Balykchy-Bokonbayevo-Karakol 16 km Bishkek-Torugart 194 км;Балыкчы - Боконбаево - Каракол 16 км Бишкек - Торугарт 194 км;Балыкчы - Боконбаево - Каракол 16 км Бишкек - Торугарт 194 км;12;nat
RD1;25;Semiz Bel-Ottuk ;Семиз Бел - Оттук;Семиз Бел - Оттук;30;nat
RD1;25;Bokonbaevo-Don Tala-Ottuk;Боконбаево - Дон Тала - Оттук;Боконбаево - Дон Тала - Оттук;44;nat
RD1;25;Ala Bash-Sary Bel;Ала Баш - Сары Бел;Ала Баш - Сары Бел;45;loc
RD1;25;Kara Tala-Tuura Suu;Кара Тала - Туура Суу;Кара Тала - Туура Суу;26;loc
RD1;25;Ak-Terek-Don Talaa;Ак Терек - Дон Талаа;Ак Терек - Дон Талаа;15;loc
RD1;25;Sary Kamysh-Chok Tal-Oi Bulak;Сары Камыш - Чок Тал - Ой Булак;Сары Камыш - Чок Тал - Ой Булак;10;loc
RD1;25;Chyrpykty-Achyk Tash;Чырпыкты - Ачык Таш;Чырпыкты - Ачык Таш;9,5;loc
RD1;25;Chyrpykty-Kabyrga;Чырпыкты - Кабырга ;Чырпыкты - Кабырга ;16,1;loc
RD1;25;Karakol-Barskoon through Enilchek v.;Каракол - Барскоон через село Энилчек;Каракол - Барскоон через село Энилчек;136;inter
RD1;25;Boz-Uchuk-sh.Zhyrgalan;Боз - Учук - Жыргалан;Боз - Учук - Жыргалан;30;nat
RD1;25;Karakol-Razdolnoye-Sovetskoye-Syrzavod;Каракол - Раздольное - Советское - Сырзавод;Каракол - Раздольное - Советское - Сырзавод;51;nat
RD1;25;Karkyra-Turuk-Sary Zhaz-Ottuk;Каркыра - Турук - Сары Жаз - Оттук;Каркыра - Турук - Сары Жаз - Оттук;76;nat
RD1;25;Teploklyuchenka-Ak-Suu resort;Теплоключенка - парк Ак Суу;Теплоключенка - парк Ак Суу;7;nat
RD1;25;Karakol c.-Karakol stow ;Каракол - урочище Каракол;Каракол - урочище Каракол;30;loc
RD1;25;Leskhoz-Arashan stow;Лесхоз - Урочище Арашан;Лесхоз - Урочище Арашан;25;loc
RD1;28;Gosdoroga-Uch Kaynar v.;Госдорога - село Уч Кайнар;Госдорога - село Уч Кайнар;6;loc
RD1;28;Ak Bulun-Toktogul;Ак Булун - Токтогул;Ак Булун - Токтогул;8;loc
RD1;28;Boz Uchuk-Enchilesh;Боз Учук - Энилчек;Боз Учук - Энилчек;4;loc
RD1;28;Enilchek stow-Kaiyndy stow;урочище Энилчек - урочище Кайынды;урочище Энилчек - урочище Кайынды;45;loc
RD1;28;Gosdoroga-Kaiyrma-Aryk;Госдорога - Кайырма - Арык;Госдорога - Кайырма - Арык;3;loc
RD1;28;Gosdoroga-Ichke-Zhergez;Госдорога - Ичке - Жергез;Госдорога - Ичке - Жергез;2;loc
RD1;28;Gosdoroga - Zholgolot v.;Госдорога - Жолголот;Госдорога - Жолголот;4;loc
RD1;28;Orlinoye-Otradnoye;Орлиное - Отрадное;Орлиное - Отрадное;13;loc
RD1;28;Gosdoroga - Oktyabr v. (Maman);Госдорога - село Октябрь (Маман);Госдорога - село Октябрь (Маман);3;loc
RD1;28;Tegizchil-Uch-Kaynar v.;Тегизчил - Уч - Кайнар;Тегизчил - Уч - Кайнар;4;loc
RD1;28;Basharino-Chymyndy Say;Башарино - Чымынды Сай;Башарино - Чымынды Сай;30;loc
RD1;28;Tepke-Zhyldyz-Karakol;Тепке - Жылдыз - Каракол;Тепке - Жылдыз - Каракол;15;loc
RD1;28;Gosdoroga-Karakol;Госдорога - Каракол;Госдорога - Каракол;14;loc
RD1;28;Kerben-Alabuka-Chatcal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;13;nat
RD1;28;Alabuka-Kerby-Tashkomur;Алабука - Керби - Ташкомур;Алабука - Керби - Ташкомур;35;nat
RD1;28;Kerben-Uchkorgon-Hydro Power Station-Shamaldysai;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;Кербен - Учкоргон - Гидроэлектростанция - Шамалдысай;72;nat
RD1;28;Kerben-Kashkasuu ;Кербен - Кашкасуу;Кербен - Кашкасуу;32;loc
RD1;28;Karazhygach-Sarychelek lake ;Каражыгач - озеро Сарычелек;Каражыгач - озеро Сарычелек;40;loc
RD1;28;Kosh Dobo-Munduz-Aksuu ;Кош Добо - Мундуз - Аксуу;Кош Добо - Мундуз - Аксуу;94;loc
RD1;28;Top Jangak-Kashkasuu ;Топ Жангак - Кашкасуу;Топ Жангак - Кашкасуу;22;loc
RD1;28;Kerben-Akdobo-Kulukdobo ;Кербен - Акдобо - Кулукдобо;Кербен - Акдобо - Кулукдобо;5;loc
RD1;28;Bospuek-Zhergetal-Kapchygai ;Боспуек - Жергетал - Капчигай;Боспуек - Жергетал - Капчигай;23;loc
RD1;28;Mukur-Itagar ;Мукур - Итагар;Мукур - Итагар;6;loc
RD1;28;Karazhygach-Syny;Каражыгач - Сыны;Каражыгач - Сыны;6;loc
RD1;28; Osh-Batken-Isfana with turning to Suluktu c.;Ош - Баткен - Исфана с поворотом на Сулукту;Ош - Баткен - Исфана с поворотом на Сулукту;123;inter
RD1;40;Kairagach-Kulunda-Arka;Кайрагач - Кулунда - Арка;Кайрагач - Кулунда - Арка;65;nat
RD1;40;Isfana-Andarak-Koktash;Исфана - Андарак - Кокташ;Исфана - Андарак - Кокташ;28;loc
RD1;40;Samat-Zamboruch-Zharkyshtak;Самат - Замборуч - Жаркыштак;Самат - Замборуч - Жаркыштак;27;loc
RD1;40;Isfana-Gordoy-Kekre;Исфана - Гордой - Кекре;Исфана - Гордой - Кекре;33;loc
RD1;40;Karabulak-Toguzbulak;Карабулак - Тогузбулак;Карабулак - Тогузбулак;6;loc
RD1;40;Isfana –Chukurbulak;Исфана - Чукурбулак;Исфана - Чукурбулак;43;loc
RD1;40;Korgon-Katran-Baul;Коргон - Катран - Баул;Коргон - Катран - Баул;27;loc
RD1;40;Beshkent-Margun;Бешкент - Маргун;Бешкент - Маргун;18;loc
RD1;40;Margun-Darkum;Маргун - Даркум;Маргун - Даркум;18;loc
RD1;40;Isfana-Akbulak;Исфана - Акбулак;Исфана - Акбулак;4;loc
RD1;40;Katarn-Ozgorush;Катарн - Озгоруш;Катарн - Озгоруш;13;loc
RD1;40;Sarybulak-Archaly-Oruktam ;Сары Булак - Оруктам;Сары Булак - Оруктам;176,7;nat
RD1;40;Sarybulak-Son Kol ;Сарыбуак - Сон Кол;Сарыбуак - Сон Кол;90;nat
RD1;40;Sarybulak-Lahol-Zherkochku ;Сары Булак - Лахол - Жеркочку;Сары Булак - Лахол - Жеркочку;23;nat
RD1;40;Balgart-Zhyluusuu;Балгарт - Жылуусуу;Балгарт - Жылуусуу;35;nat
RD1;40;Sarybulak-Kyzylbel-Akkyya;Сарыбулак - Кызылбел - Аккыя;Сарыбулак - Кызылбел - Аккыя;24;loc
RD1;40;Naryn-Baetovo 83-20km ;Нарын - Баетово 83-20 км;Нарын - Баетово 83-20 км;37;nat
RD1;40;Baetovo-Makmal ;Баетово - Макмал;Баетово - Макмал;134;nat
RD1;40;Baetovo-Akbeyit ;Баетово - Акбейит;Баетово - Акбейит;69;nat
RD1;40;Ugut-Alabuka-Zhenish (Kazarman?);Угут - Алабука - Жениш (Казарман?);Угут - Алабука - Жениш (Казарман?);42;nat
RD1;40;Aktalchat-Kazarman ;Акталчат - Казарман;Акталчат - Казарман;25;nat
RD1;40;Access to the bridge of Naryn r. ;Подъездная дорога к мосту через реку Нарын;Подъездная дорога к мосту через реку Нарын;2;nat
RD1;40;Kurtka-Son Kol ;Куртка - Сон Кол;Куртка - Сон Кол;150;nat
RD1;42;Naryn-V.Mai;Нарын - 5 Май;Нарын - 5 Май;31;nat
RD1;42;Karabulak-Orto Syrt ;Карабулак - Орто Сырт;Карабулак - Орто Сырт;32;loc
RD1;42;Gosdoroga Pioneer ;Госдорога Пионер;Госдорога Пионер;3;loc
RD1;42;Kulttsentr-Tuurasuu ;Культцентр - Туурасуу;Культцентр - Туурасуу;40;loc
RD1;42;Koshdobo-Bychan ;Кошдобо - Бычан;Кошдобо - Бычан;30;loc
RD1;42;Alabuka-Kazarman (does not exist) ;Алабука - Казарман (не существует);Алабука - Казарман (не существует);48,5;loc
RD1;42;Akchiy-Sarybel ;Акчий - Сарыбел;Акчий - Сарыбел;35;loc
RD1;42;Son Kol-Kara Keche pass.;Сон Кол - Перевал Кара Кече;Сон Кол - Перевал Кара Кече;21;loc
RD1;42;Sary Tash-Darootkorgon-Komsomolabad with access to Kyzyleshme v. and Jekendi v.;Сары Таш - Дарооткоргон - Комсомолобад с подъездной дорогой до села Жекенди;Сары Таш - Дарооткоргон - Комсомолобад с подъездной дорогой до села Жекенди;122;inter
RD1;42;Uchkorgon-Darootkorgon;Уччкоргон - Дарооткоргон;Уччкоргон - Дарооткоргон;50;nat
RD1;42;Darootkorgon-Jashtiliek;Дарооткоргон - Жаштилиек;Дарооткоргон - Жаштилиек;13;loc
RD1;42;68th km of national road Achy Suu;68й км трассы Ачу Суу;68й км трассы Ачу Суу;62;loc
RD1;42;Kerben-Alabuka-Chatkal;Кербен - Алабука - Чаткал;Кербен - Алабука - Чаткал;15;nat
RD1;42;Alabuka-Kasan;Алабука - Касан ;Алабука - Касан ;14;nat
RD1;42;Alabuka-Karavan;Алабука - Караван;Алабука - Караван;20;nat
